total_harga_pembelian,sumber,browser,gender,umur,selisih_waktu,day_regis,month_regis,year_regis,hour_regis,day_buy,month_buy,year_buy,hour_buy,sama,sama_ip,fraud
23,2,2,1,21,-2109.616666666667,20,5,2015,4,16,8,2015,2,1,1,0
72,0,1,1,23,-2848.6666666666665,9,5,2015,10,5,9,2015,3,1,1,0
21,2,0,1,36,-519.9833333333333,20,1,2015,9,11,2,2015,1,1,1,0
29,1,4,0,25,-1740.5166666666669,31,7,2015,5,11,10,2015,17,1,1,0
20,2,4,0,22,-710.2666666666667,3,6,2015,4,2,7,2015,18,1,1,0
45,1,3,1,27,-1047.95,30,6,2015,15,13,8,2015,7,1,1,0
35,1,0,0,24,-1725.45,18,4,2015,1,28,6,2015,23,1,1,0
39,1,0,0,35,-718.6333333333333,26,2,2015,11,28,3,2015,9,1,1,0
31,2,3,0,26,-2127.1,3,8,2015,8,30,10,2015,23,1,1,0
45,2,4,0,21,-88.85,10,8,2015,15,14,8,2015,8,1,1,0
10,1,4,0,33,-2332.383333333333,11,2,2015,11,19,5,2015,15,1,1,0
33,0,0,0,18,-1203.45,10,4,2015,2,30,5,2015,6,1,1,0
64,0,4,1,19,-2091.5666666666666,23,1,2015,5,20,4,2015,8,1,1,0
23,0,2,1,48,-1347.6666666666667,13,1,2015,10,10,3,2015,13,1,1,0
25,2,4,1,50,-2131.5,30,6,2015,6,27,9,2015,2,1,1,0
22,1,2,1,48,-865.05,24,7,2015,10,29,8,2015,11,1,1,0
51,1,2,0,39,-2174.9166666666665,29,5,2015,4,27,8,2015,19,1,1,0
26,1,2,1,18,-194.25,14,2,2015,14,22,2,2015,17,1,1,0
24,0,0,0,43,-1200.2666666666669,27,1,2015,11,18,3,2015,11,1,1,0
58,2,2,1,25,-2736.2833333333333,7,4,2015,19,30,7,2015,19,1,1,0
27,0,0,0,32,-801.1833333333333,27,1,2015,5,1,3,2015,14,1,1,0
47,1,0,0,31,0.0,2,1,2015,15,2,1,2015,15,1,1,1
78,0,0,1,46,-1419.7166666666667,8,8,2015,17,6,10,2015,21,1,1,0
15,2,4,1,28,-1173.6,19,7,2015,11,6,9,2015,8,1,1,0
18,0,2,1,22,-2806.4166666666665,13,8,2015,9,8,12,2015,7,1,1,0
44,0,2,0,27,-668.0666666666667,31,3,2015,23,28,4,2015,19,1,1,0
66,1,0,0,19,-1480.5833333333333,24,1,2015,2,26,3,2015,18,1,1,0
19,1,2,1,27,-1340.8,5,4,2015,18,31,5,2015,15,1,1,0
48,1,1,1,32,-1395.6333333333334,26,4,2015,18,23,6,2015,22,1,1,0
64,1,0,1,38,-2814.233333333333,16,4,2015,21,12,8,2015,3,1,1,0
52,1,0,0,35,-2693.116666666667,5,4,2015,23,27,7,2015,4,1,1,0
35,2,0,1,24,-1815.1666666666667,16,6,2015,14,31,8,2015,5,1,1,0
34,0,0,1,33,-847.6833333333333,10,6,2015,18,16,7,2015,2,1,1,0
56,2,0,1,29,-2404.25,25,6,2015,13,3,10,2015,17,1,1,0
40,0,0,1,44,-90.05,24,5,2015,11,28,5,2015,6,1,1,0
26,0,0,0,34,-1175.5166666666669,18,5,2015,23,6,7,2015,22,1,1,0
13,0,0,1,25,-1517.9833333333331,6,2,2015,16,10,4,2015,22,1,1,0
34,2,1,0,37,-1811.2333333333331,3,8,2015,18,18,10,2015,5,1,1,0
70,1,4,1,24,-1634.1666666666667,26,2,2015,20,5,5,2015,22,1,1,0
18,2,2,1,29,-399.75,7,5,2015,14,24,5,2015,6,1,1,0
25,0,1,0,55,-2547.833333333333,6,6,2015,13,20,9,2015,17,1,1,0
26,2,1,1,32,-2278.85,26,2,2015,16,1,6,2015,14,1,1,0
25,0,4,1,25,-392.6,12,1,2015,3,28,1,2015,12,1,1,0
63,2,1,0,35,-1867.0333333333333,10,1,2015,14,29,3,2015,9,1,1,0
30,0,2,1,36,-833.5833333333334,14,8,2015,14,18,9,2015,7,1,1,0
10,2,0,1,20,-2612.95,27,6,2015,23,14,10,2015,20,1,1,0
37,0,0,1,20,-138.96666666666667,31,7,2015,11,6,8,2015,6,1,1,0
17,2,4,0,31,-1162.7166666666667,17,3,2015,4,4,5,2015,15,1,1,0
36,2,2,1,47,-1564.2333333333331,24,7,2015,22,28,9,2015,2,1,1,0
48,2,4,1,23,-345.3666666666667,27,2,2015,22,14,3,2015,7,1,1,0
24,0,0,0,29,-1538.75,5,7,2015,18,7,9,2015,21,1,1,0
53,2,2,0,35,-755.9333333333333,2,6,2015,2,3,7,2015,14,1,1,0
39,2,2,1,31,-1283.7833333333333,28,6,2015,3,20,8,2015,14,1,1,0
19,0,0,1,31,-605.3666666666667,3,4,2015,5,28,4,2015,10,1,1,0
13,2,4,0,24,-2168.0333333333333,9,8,2015,1,7,11,2015,9,1,1,0
40,2,2,0,32,-155.66666666666666,26,4,2015,13,3,5,2015,1,1,1,0
25,1,0,0,20,-187.65,11,3,2015,15,19,3,2015,10,1,1,0
78,2,0,1,35,-921.3166666666668,10,5,2015,7,17,6,2015,16,1,1,0
63,2,0,0,30,-406.6666666666667,2,5,2015,15,19,5,2015,14,1,1,0
54,1,0,1,35,-1936.3666666666663,29,3,2015,19,18,6,2015,11,1,1,0
24,0,4,1,49,-1851.6333333333332,8,2,2015,23,27,4,2015,3,1,1,0
32,2,0,0,31,-739.6833333333333,30,1,2015,15,2,3,2015,10,1,1,0
25,1,2,1,37,-1529.7833333333333,24,2,2015,21,29,4,2015,14,1,1,0
38,2,1,1,26,-943.15,13,2,2015,4,24,3,2015,11,1,1,0
31,1,0,0,34,-821.9666666666667,5,2,2015,4,11,3,2015,10,1,1,0
50,0,2,1,29,-2695.4666666666667,4,2,2015,12,27,5,2015,19,1,1,0
14,2,2,1,25,-1640.0166666666669,29,7,2015,20,6,10,2015,4,1,1,0
51,2,0,1,36,-2152.9666666666667,25,6,2015,10,23,9,2015,3,1,1,0
30,0,4,1,52,-1300.15,28,1,2015,19,23,3,2015,23,1,1,0
52,1,2,0,40,-1444.7666666666669,3,1,2015,13,4,3,2015,18,1,1,0
15,0,0,0,28,0.0,8,1,2015,14,8,1,2015,14,1,1,1
46,2,2,0,35,-2797.8,4,8,2015,8,28,11,2015,22,1,1,0
9,2,2,0,30,-795.5166666666667,30,3,2015,16,2,5,2015,20,1,1,0
52,2,2,0,31,-287.6666666666667,19,1,2015,22,31,1,2015,21,1,1,0
55,0,0,1,18,-2095.483333333333,27,1,2015,10,24,4,2015,18,1,1,1
24,1,0,1,33,0.0,7,1,2015,3,7,1,2015,3,1,1,1
28,2,4,0,36,-1325.35,5,4,2015,12,30,5,2015,18,1,1,0
16,0,0,0,33,-499.0,16,5,2015,7,6,6,2015,2,1,1,1
47,0,0,0,42,-1822.55,2,8,2015,8,17,10,2015,7,1,1,0
16,2,0,0,42,-2283.116666666667,16,3,2015,20,19,6,2015,23,1,1,0
52,0,1,1,34,-2633.4,16,5,2015,23,3,9,2015,17,1,1,0
79,2,4,1,40,-1027.55,27,1,2015,14,11,3,2015,9,1,1,1
42,2,4,0,39,-896.9833333333333,14,1,2015,0,20,2,2015,9,1,1,0
29,0,2,0,41,-222.28333333333333,7,2,2015,22,17,2,2015,5,1,1,0
34,0,1,0,24,-1119.3,19,6,2015,21,5,8,2015,13,1,1,0
28,0,0,0,41,-737.4166666666666,19,5,2015,19,19,6,2015,13,1,1,0
56,2,2,1,36,-2189.483333333333,28,1,2015,4,29,4,2015,9,1,1,0
19,2,0,0,54,-2792.833333333333,14,2,2015,16,11,6,2015,1,1,1,0
15,2,1,0,47,-73.43333333333334,1,5,2015,20,4,5,2015,21,1,1,0
25,2,2,1,42,-1830.8333333333333,23,5,2015,19,8,8,2015,2,1,1,0
24,2,1,1,30,-2614.5666666666666,12,7,2015,15,29,10,2015,14,1,1,0
91,2,2,1,43,-2012.3166666666664,13,2,2015,7,8,5,2015,4,1,1,0
45,0,0,0,34,-2291.233333333333,15,6,2015,4,18,9,2015,15,1,1,0
71,1,0,0,37,-2196.883333333333,30,5,2015,2,29,8,2015,14,1,1,0
90,0,1,1,38,-797.85,8,8,2015,4,10,9,2015,10,1,1,0
10,2,1,1,45,-1492.2,7,5,2015,21,9,7,2015,1,1,1,0
81,1,2,1,24,0.0,6,1,2015,12,6,1,2015,12,1,1,1
38,1,0,0,39,-2426.516666666667,17,4,2015,1,27,7,2015,3,1,1,0
27,2,2,1,43,-2567.383333333333,9,1,2015,7,26,4,2015,6,1,1,0
48,1,1,1,46,-710.4666666666667,15,7,2015,19,14,8,2015,10,1,1,0
30,1,0,0,29,-2218.766666666667,5,6,2015,14,6,9,2015,0,1,1,0
23,0,0,0,24,-1989.9666666666667,30,5,2015,23,21,8,2015,21,1,1,0
12,0,1,1,36,-2441.1666666666665,12,5,2015,10,22,8,2015,3,1,1,0
24,2,1,0,30,-890.7,10,2,2015,5,19,3,2015,8,1,1,0
53,1,0,1,26,-895.0833333333334,9,8,2015,9,15,9,2015,16,1,1,0
51,0,1,0,33,-2735.4166666666665,14,8,2015,2,6,12,2015,1,1,1,0
28,1,0,1,20,-791.0,17,5,2015,17,19,6,2015,16,1,1,0
35,2,2,1,37,-50.21666666666667,24,4,2015,10,26,4,2015,12,1,1,0
45,0,0,1,35,0.0,2,1,2015,7,2,1,2015,7,1,1,1
24,2,0,1,45,-1989.0,27,7,2015,3,18,10,2015,0,1,1,0
31,2,0,0,50,-2032.2666666666669,30,1,2015,19,25,4,2015,11,1,1,0
58,0,2,1,36,-1771.2333333333331,21,6,2015,11,3,9,2015,6,1,1,0
50,0,1,1,38,-1618.5666666666666,7,5,2015,6,13,7,2015,16,1,1,0
51,0,4,0,31,-2615.7833333333333,18,2,2015,15,7,6,2015,15,1,1,0
14,0,2,1,29,-1344.6,19,5,2015,1,14,7,2015,2,1,1,0
69,2,1,0,44,-585.6833333333333,23,1,2015,17,17,2,2015,3,1,1,0
49,0,2,1,31,-2607.0666666666666,31,1,2015,22,20,5,2015,13,1,1,0
25,0,0,0,35,-2879.45,27,6,2015,10,25,10,2015,10,1,1,0
30,1,2,1,20,-473.3333333333333,5,5,2015,20,25,5,2015,13,1,1,0
61,1,2,1,24,-1380.85,1,1,2015,7,27,2,2015,20,1,1,0
49,0,4,0,44,-2718.133333333333,23,5,2015,22,14,9,2015,4,1,1,0
38,1,1,0,30,-2873.05,30,1,2015,14,30,5,2015,7,1,1,0
22,1,4,1,30,-13.133333333333333,22,6,2015,17,23,6,2015,6,1,1,0
66,0,0,0,36,0.0,4,1,2015,20,4,1,2015,20,1,1,1
56,0,0,0,19,-1799.4166666666667,24,1,2015,15,9,4,2015,14,1,1,0
39,2,0,1,19,-986.9,28,5,2015,0,8,7,2015,3,1,1,0
32,2,0,0,38,-2667.766666666667,23,4,2015,4,12,8,2015,8,1,1,0
49,2,1,1,35,-2240.15,11,7,2015,8,12,10,2015,16,1,1,0
45,0,2,0,20,-1572.35,24,1,2015,15,31,3,2015,3,1,1,0
11,2,0,0,25,-2163.983333333333,1,6,2015,9,30,8,2015,13,1,1,0
24,2,0,1,39,-104.76666666666668,21,5,2015,20,26,5,2015,5,1,1,1
26,1,0,0,39,-605.5166666666667,28,1,2015,9,22,2,2015,14,1,1,0
34,0,0,1,27,-493.01666666666665,9,6,2015,17,30,6,2015,6,1,1,0
32,1,4,0,34,-1292.6166666666666,19,7,2015,20,11,9,2015,16,1,1,0
28,2,4,1,23,-2573.1666666666665,30,7,2015,6,14,11,2015,11,1,1,0
36,2,4,1,21,-1323.0,28,5,2015,11,22,7,2015,14,1,1,0
23,2,2,1,38,-1099.0166666666669,19,2,2015,1,5,4,2015,20,1,1,0
33,2,4,1,43,-195.03333333333333,25,5,2015,16,2,6,2015,19,1,1,0
17,1,0,0,33,-1562.45,10,1,2015,2,16,3,2015,4,1,1,0
27,2,0,0,33,-1471.65,11,1,2015,4,13,3,2015,12,1,1,0
49,2,1,0,54,-1607.6666666666667,12,6,2015,2,18,8,2015,1,1,1,0
17,2,2,1,41,-541.4666666666667,13,2,2015,15,8,3,2015,5,1,1,0
17,2,0,0,34,-1159.5166666666669,17,5,2015,2,4,7,2015,10,1,1,0
36,1,0,1,28,-2554.6,26,4,2015,10,10,8,2015,20,1,1,0
56,0,2,0,43,-2134.883333333333,27,6,2015,12,24,9,2015,11,1,1,0
38,2,2,0,46,-1183.6833333333334,9,8,2015,17,28,9,2015,1,1,1,0
56,0,0,0,39,0.0,11,1,2015,17,11,1,2015,17,1,1,1
16,2,2,1,39,-8.05,30,6,2015,16,1,7,2015,0,1,1,0
50,2,4,0,30,-1310.35,6,7,2015,2,29,8,2015,17,1,1,0
69,1,0,1,33,-2263.0333333333333,20,2,2015,9,25,5,2015,16,1,1,0
25,2,2,1,22,-1893.7666666666669,28,3,2015,2,14,6,2015,23,1,1,1
25,1,0,1,35,-1409.2166666666667,28,3,2015,6,25,5,2015,23,1,1,0
22,2,0,0,31,-1213.2,10,3,2015,17,30,4,2015,6,1,1,0
27,0,1,1,27,-38.36666666666667,15,1,2015,12,17,1,2015,2,1,1,0
50,1,0,1,31,-2209.883333333333,18,2,2015,8,21,5,2015,9,1,1,0
24,2,0,0,29,-1364.2333333333331,7,7,2015,12,2,9,2015,8,1,1,0
11,2,0,1,41,-435.35,24,2,2015,3,14,3,2015,6,1,1,0
29,1,4,1,50,-924.2166666666668,4,7,2015,23,12,8,2015,11,1,1,0
44,2,2,1,40,-2237.9333333333334,18,7,2015,12,19,10,2015,18,1,1,0
34,0,0,1,43,-2124.55,9,4,2015,1,6,7,2015,13,1,1,0
63,0,2,1,25,-1267.6166666666666,21,3,2015,10,13,5,2015,6,1,1,0
46,0,2,1,21,-2748.516666666667,8,4,2015,5,31,7,2015,18,1,1,0
20,0,2,1,22,-2124.4,18,2,2015,13,18,5,2015,1,1,1,0
49,0,4,0,35,-472.5833333333333,8,7,2015,14,28,7,2015,6,1,1,0
98,0,0,0,32,-1781.0833333333333,17,4,2015,6,30,6,2015,11,1,1,0
60,1,3,1,28,-546.3666666666667,24,4,2015,2,16,5,2015,20,1,1,0
30,1,2,0,47,-1004.4166666666666,13,8,2015,10,24,9,2015,6,1,1,0
13,2,2,1,42,-2427.2833333333333,23,2,2015,9,4,6,2015,12,1,1,0
56,0,1,1,50,-2156.8166666666666,17,5,2015,17,15,8,2015,14,1,1,0
21,1,0,0,43,-1237.8,24,3,2015,0,14,5,2015,14,1,1,0
58,2,4,0,36,0.0,3,1,2015,10,3,1,2015,10,1,1,1
38,2,4,1,41,-1365.1333333333334,18,7,2015,15,13,9,2015,12,1,1,0
62,0,0,0,24,0.0,9,1,2015,19,9,1,2015,19,1,1,1
24,0,4,0,25,-1763.0166666666669,28,7,2015,20,10,10,2015,7,1,1,0
69,2,0,0,32,-2412.7833333333333,18,2,2015,0,29,5,2015,13,1,1,0
29,1,2,0,41,-2226.5666666666666,14,5,2015,7,15,8,2015,2,1,1,0
16,0,0,1,29,-2645.1,8,4,2015,8,27,7,2015,13,1,1,0
31,1,0,0,20,-2214.4166666666665,25,2,2015,19,29,5,2015,2,1,1,0
14,2,4,1,47,-1208.0,25,5,2015,4,14,7,2015,12,1,1,0
34,2,0,1,62,-2421.233333333333,17,3,2015,14,26,6,2015,11,1,1,0
59,2,0,1,37,-1974.0666666666664,17,1,2015,5,9,4,2015,11,1,1,0
39,1,0,1,38,-1732.5833333333333,21,2,2015,18,4,5,2015,22,1,1,0
65,0,4,1,37,-170.58333333333334,25,3,2015,8,1,4,2015,11,1,1,0
25,1,0,1,26,-500.3333333333333,24,3,2015,4,14,4,2015,0,1,1,0
42,1,1,1,46,-1312.2666666666669,16,6,2015,19,10,8,2015,12,1,1,1
24,1,0,1,45,-1000.25,16,8,2015,20,27,9,2015,12,1,1,0
31,2,0,1,25,-882.9166666666666,11,6,2015,17,18,7,2015,12,1,1,0
23,2,4,1,25,-1387.4,7,6,2015,7,4,8,2015,3,1,1,0
34,2,0,0,19,-2644.9333333333334,31,3,2015,15,19,7,2015,20,1,1,0
22,1,0,0,43,-168.75,2,3,2015,8,9,3,2015,8,1,1,0
10,0,0,0,21,-2445.483333333333,10,8,2015,17,20,11,2015,14,1,1,0
20,0,2,1,32,-2655.633333333333,1,3,2015,18,20,6,2015,9,1,1,0
47,0,1,1,30,-2730.6666666666665,6,4,2015,11,29,7,2015,6,1,1,0
33,0,2,1,32,-473.1666666666667,1,2,2015,11,21,2,2015,4,1,1,0
42,0,4,1,42,-2799.8,12,2,2015,19,9,6,2015,11,1,1,0
39,2,2,1,21,-445.1,2,6,2015,10,20,6,2015,23,1,1,0
45,2,0,1,38,-2472.733333333333,8,3,2015,4,19,6,2015,4,1,1,0
30,2,4,1,32,-471.0,5,7,2015,9,25,7,2015,0,1,1,0
52,1,4,1,33,-1152.2833333333333,23,2,2015,13,12,4,2015,13,1,1,0
43,1,1,0,46,-2548.5,1,1,2015,6,17,4,2015,10,1,1,0
56,2,0,0,28,-450.1666666666667,20,3,2015,3,7,4,2015,22,1,1,0
59,2,2,0,37,-2681.5,30,3,2015,9,20,7,2015,3,1,1,0
70,2,0,0,30,-83.1,2,7,2015,9,5,7,2015,20,1,1,0
80,1,2,1,28,-1017.95,11,4,2015,10,23,5,2015,20,1,1,0
67,0,1,0,37,-1068.1666666666667,2,7,2015,4,15,8,2015,17,1,1,0
65,1,1,0,21,-2620.2166666666667,8,5,2015,2,25,8,2015,6,1,1,0
11,2,4,1,25,-38.833333333333336,22,1,2015,7,23,1,2015,22,1,1,0
53,0,4,1,28,-360.06666666666666,22,5,2015,19,6,6,2015,19,1,1,0
73,1,0,1,27,-1536.8833333333334,3,1,2015,3,8,3,2015,4,1,1,0
45,2,2,1,29,-170.43333333333334,20,4,2015,3,27,4,2015,5,1,1,0
44,1,1,1,26,-358.68333333333334,5,6,2015,12,20,6,2015,11,1,1,0
37,2,0,1,35,-1235.9,27,4,2015,16,18,6,2015,4,1,1,0
71,0,0,1,30,-295.95,19,1,2015,10,31,1,2015,18,1,1,0
32,1,2,0,40,-2365.833333333333,21,2,2015,21,31,5,2015,10,1,1,0
61,2,1,1,33,-425.1666666666667,23,2,2015,13,13,3,2015,6,1,1,0
22,0,0,1,21,-2852.366666666667,31,7,2015,3,27,11,2015,0,1,1,0
60,1,0,1,37,-2829.2833333333333,14,4,2015,20,10,8,2015,17,1,1,0
62,2,4,0,35,-2025.9833333333331,25,1,2015,23,20,4,2015,9,1,1,0
51,2,0,1,26,-1805.4333333333332,3,2,2015,3,19,4,2015,9,1,1,0
56,2,0,1,46,-1961.0,16,2,2015,12,9,5,2015,5,1,1,0
54,1,0,0,32,-220.2333333333333,19,4,2015,15,28,4,2015,19,1,1,0
58,2,2,1,27,-1722.4166666666667,25,2,2015,18,8,5,2015,12,1,1,0
47,0,1,0,43,-1533.0,12,6,2015,6,15,8,2015,3,1,1,0
59,0,4,0,43,-1247.5833333333333,21,2,2015,16,14,4,2015,16,1,1,0
29,2,1,1,50,-1869.7833333333333,26,1,2015,8,14,4,2015,6,1,1,0
32,0,2,1,61,-432.76666666666665,11,6,2015,14,29,6,2015,15,1,1,0
62,0,0,0,32,-2788.75,25,1,2015,21,22,5,2015,1,1,1,0
68,2,0,1,38,-2203.9333333333334,25,6,2015,15,25,9,2015,11,1,1,0
37,2,1,0,28,-773.8166666666667,23,7,2015,5,24,8,2015,11,1,1,0
14,1,3,1,28,-2214.9666666666667,19,4,2015,9,20,7,2015,16,1,1,0
22,1,1,1,37,-960.8333333333334,22,3,2015,22,1,5,2015,22,1,1,0
43,0,4,1,30,-1886.1333333333332,3,1,2015,23,23,3,2015,14,1,1,0
29,2,2,1,29,-1004.4833333333332,6,3,2015,10,17,4,2015,6,1,1,0
29,2,1,1,34,-628.05,1,7,2015,12,27,7,2015,17,1,1,0
27,1,0,1,18,-492.3,3,1,2015,22,24,1,2015,11,1,1,0
25,2,2,0,48,-502.6166666666667,3,6,2015,0,23,6,2015,23,1,1,0
30,0,4,0,46,-950.6,28,1,2015,1,8,3,2015,16,1,1,0
79,0,0,1,55,-753.9,15,5,2015,12,15,6,2015,22,1,1,0
47,0,2,0,45,-1028.7,6,3,2015,11,18,4,2015,8,1,1,0
10,1,2,0,26,-106.6,11,3,2015,7,15,3,2015,17,1,1,0
24,2,4,1,22,-1321.2833333333333,19,4,2015,18,13,6,2015,19,1,1,1
65,0,1,0,44,-2588.616666666667,24,4,2015,19,10,8,2015,16,1,1,0
54,1,4,0,55,-242.13333333333333,21,1,2015,18,31,1,2015,20,1,1,0
62,0,4,0,39,-269.0,3,5,2015,9,14,5,2015,14,1,1,0
36,2,2,1,36,-2105.5666666666666,27,2,2015,18,26,5,2015,12,1,1,0
15,2,2,0,35,-1617.7,25,2,2015,14,3,5,2015,23,1,1,0
41,2,0,0,27,-258.96666666666664,31,1,2015,14,11,2,2015,9,1,1,0
40,0,1,0,30,-1499.8333333333333,15,7,2015,22,16,9,2015,10,1,1,0
21,0,0,1,39,-1253.0166666666669,9,5,2015,23,1,7,2015,4,1,1,0
21,0,2,0,35,-2382.016666666667,24,6,2015,19,2,10,2015,1,1,1,0
66,1,0,1,36,-2076.1833333333334,8,7,2015,14,3,10,2015,3,1,1,0
46,1,1,1,27,-920.8,24,7,2015,20,1,9,2015,5,1,1,0
60,0,2,1,32,-2339.85,27,4,2015,11,2,8,2015,22,1,1,0
41,1,0,0,21,-250.4,4,6,2015,10,14,6,2015,20,1,1,0
9,0,2,1,26,-455.4166666666667,14,2,2015,9,5,3,2015,8,1,1,0
37,2,4,0,40,-130.58333333333334,26,6,2015,1,1,7,2015,12,1,1,0
29,0,4,0,32,-160.01666666666668,27,1,2015,12,3,2,2015,4,1,1,0
48,2,4,1,32,-961.0333333333332,4,6,2015,1,14,7,2015,2,1,1,0
35,2,4,0,29,-2055.1,27,7,2015,3,20,10,2015,18,1,1,0
25,1,0,1,31,-836.9,5,3,2015,9,9,4,2015,6,1,1,0
39,2,0,1,39,-472.2166666666666,13,4,2015,4,2,5,2015,20,1,1,0
24,1,2,0,60,-457.1666666666667,1,6,2015,11,20,6,2015,12,1,1,0
17,0,1,1,23,-1580.4333333333334,5,3,2015,15,10,5,2015,11,1,1,0
29,0,2,1,35,-216.25,10,3,2015,16,19,3,2015,16,1,1,0
72,1,0,0,33,-1111.65,14,8,2015,7,29,9,2015,14,1,1,0
81,0,0,0,62,-1332.3,13,3,2015,21,8,5,2015,9,1,1,0
35,2,0,0,27,-1660.2666666666669,22,3,2015,7,30,5,2015,12,1,1,0
39,0,0,1,38,-2511.1666666666665,6,4,2015,23,20,7,2015,14,1,1,0
57,2,0,1,20,-938.0333333333332,7,5,2015,8,15,6,2015,10,1,1,0
12,0,1,1,39,-524.8,20,5,2015,14,11,6,2015,10,1,1,0
52,1,0,0,39,-1249.1333333333334,22,3,2015,12,13,5,2015,13,1,1,0
66,0,0,1,44,-818.4,20,2,2015,10,26,3,2015,12,1,1,0
74,2,2,1,37,-2278.116666666667,10,7,2015,22,13,10,2015,20,1,1,0
34,0,0,1,29,-774.1833333333333,9,5,2015,11,10,6,2015,17,1,1,0
28,2,0,0,31,-1986.4333333333332,2,3,2015,7,24,5,2015,1,1,1,0
47,2,0,1,30,-1818.5166666666669,4,6,2015,3,18,8,2015,21,1,1,0
11,2,4,1,19,-2835.25,10,8,2015,10,6,12,2015,14,1,1,0
73,0,2,1,31,-2190.983333333333,16,4,2015,9,16,7,2015,16,1,1,0
41,2,2,0,20,-1917.9166666666667,5,8,2015,19,24,10,2015,17,1,1,0
30,2,4,1,23,-2660.25,5,3,2015,21,24,6,2015,17,1,1,0
61,2,4,1,23,0.0,11,1,2015,14,11,1,2015,14,1,1,1
25,1,1,0,35,-834.9333333333333,20,2,2015,19,27,3,2015,14,1,1,0
22,2,0,1,34,-2475.9166666666665,23,7,2015,17,3,11,2015,21,1,1,0
51,2,0,1,23,-167.78333333333333,11,8,2015,5,18,8,2015,5,1,1,0
32,2,2,1,33,-78.7,7,6,2015,7,10,6,2015,14,1,1,0
19,2,1,0,34,-649.6833333333333,6,2,2015,16,5,3,2015,18,1,1,0
27,2,0,1,38,-813.3833333333333,21,1,2015,4,24,2,2015,1,1,1,0
16,0,2,1,31,-1292.3666666666666,30,3,2015,6,23,5,2015,2,1,1,0
45,0,2,1,23,-2215.4,16,5,2015,20,17,8,2015,3,1,1,0
47,2,0,0,34,-2124.133333333333,12,7,2015,19,9,10,2015,8,1,1,0
27,0,0,0,47,-368.15,6,5,2015,13,21,5,2015,21,1,1,1
35,2,0,1,53,-2044.05,6,7,2015,17,29,9,2015,21,1,1,0
36,0,0,0,31,-2686.883333333333,6,7,2015,23,26,10,2015,22,1,1,0
33,1,4,1,45,-461.9333333333333,4,3,2015,15,23,3,2015,21,1,1,0
37,2,4,0,33,-2281.35,11,7,2015,21,14,10,2015,22,1,1,0
29,2,4,1,37,-1936.6166666666663,25,1,2015,23,16,4,2015,16,1,1,0
18,2,2,0,25,-2340.8166666666666,3,1,2015,17,11,4,2015,6,1,1,0
59,1,0,1,33,-2148.516666666667,22,3,2015,13,20,6,2015,2,1,1,0
64,2,2,0,25,-988.3666666666668,15,7,2015,18,25,8,2015,22,1,1,0
45,1,0,0,39,-1644.7333333333331,20,5,2015,19,28,7,2015,8,1,1,0
26,2,0,1,38,-281.56666666666666,29,7,2015,22,10,8,2015,16,1,1,0
40,0,1,1,20,-2878.6833333333334,30,5,2015,8,27,9,2015,7,1,1,0
51,0,0,0,29,-2587.9166666666665,10,3,2015,0,25,6,2015,20,1,1,0
10,2,0,1,35,-1930.95,6,3,2015,12,25,5,2015,23,1,1,0
61,2,0,0,36,-1149.8333333333333,3,2,2015,11,23,3,2015,9,1,1,0
31,0,2,0,24,-699.8166666666667,1,7,2015,22,31,7,2015,2,1,1,0
9,2,2,1,32,-190.06666666666663,5,2,2015,6,13,2,2015,4,1,1,0
35,2,0,0,31,-2228.366666666667,9,3,2015,15,10,6,2015,11,1,1,0
26,2,0,1,19,-2801.883333333333,20,5,2015,11,14,9,2015,5,1,1,0
13,2,0,1,56,-888.3,21,3,2015,13,27,4,2015,13,1,1,0
41,1,0,1,32,-2160.2,3,7,2015,23,1,10,2015,23,1,1,0
63,2,0,1,31,0.0,1,1,2015,0,1,1,2015,0,1,1,1
11,1,0,0,29,-756.7,8,7,2015,9,8,8,2015,22,1,1,0
16,0,0,0,31,-2707.983333333333,19,2,2015,23,12,6,2015,19,1,1,0
29,1,2,0,33,-871.25,28,1,2015,11,5,3,2015,18,1,1,0
37,2,1,1,20,0.0,9,1,2015,11,9,1,2015,11,1,1,1
14,1,0,0,48,-1492.5,15,2,2015,22,19,4,2015,2,1,1,0
29,0,0,1,28,-1371.2833333333333,8,8,2015,20,5,10,2015,0,1,1,1
33,1,2,0,44,-1791.45,24,6,2015,3,6,9,2015,18,1,1,0
28,2,4,1,22,-2856.616666666667,1,1,2015,2,30,4,2015,2,1,1,0
35,0,2,1,27,-1559.55,15,8,2015,21,19,10,2015,21,1,1,0
60,2,1,1,56,-1880.6833333333332,20,3,2015,23,7,6,2015,8,1,1,0
37,0,0,0,34,-170.11666666666667,22,3,2015,19,29,3,2015,21,1,1,0
10,0,2,1,50,-2872.5666666666666,1,1,2015,18,1,5,2015,10,1,1,0
17,1,3,0,40,-541.1,28,5,2015,12,20,6,2015,1,1,1,0
16,0,4,1,38,-1510.5833333333333,25,1,2015,20,29,3,2015,19,1,1,0
18,2,4,0,28,-612.75,12,8,2015,12,7,9,2015,1,1,1,0
20,2,0,0,20,0.0,13,1,2015,2,13,1,2015,2,1,1,1
12,2,0,1,19,-114.36666666666666,4,7,2015,13,9,7,2015,8,1,1,0
58,0,4,0,39,-1463.9333333333334,10,5,2015,9,10,7,2015,9,1,1,0
